Latitude,Longitude,Time,Date,PM1,PM2_5,PM10,N02,CO2,CO,Humidity,Temperature
23.547319,87.290993,17:51:31,29-12-2018,68,126,151,0.2,44,32.38,83.38,12.72
23.547319,87.290993,17:51:32,29-12-2018,68,126,153,0.2,46,32.38,83.5,12.66
23.547348,87.290939,17:51:33,29-12-2018,73,127,154,0.2,49,32.2,83.44,12.72
23.547348,87.290939,17:51:34,29-12-2018,80,130,166,0.2,47,32.38,83.56,12.72
23.547379,87.290894,17:51:35,29-12-2018,85,156,191,0.2,51,32.38,83.5,12.72
23.547379,87.290894,17:51:36,29-12-2018,84,156,198,0.2,46,32.56,83.56,12.69
23.54739,87.290848,17:51:37,29-12-2018,86,156,195,0.2,56,32.38,83.56,12.72
23.54739,87.290848,17:51:38,29-12-2018,85,156,200,0.2,43,32.56,83.56,12.72
23.547359,87.290802,17:51:39,29-12-2018,87,157,202,0.2,38,33.28,83.5,12.72
23.547359,87.290802,17:51:40,29-12-2018,84,157,202,0.2,38,33.28,83.5,12.72
23.547359,87.290802,17:51:41,29-12-2018,81,156,203,0.2,49,32.92,83.56,12.66
23.547359,87.290802,17:51:42,29-12-2018,81,155,202,0.21,44,32.56,83.5,12.66
23.547289,87.290733,17:51:43,29-12-2018,76,153,194,0.2,36,32.56,83.44,12.69
23.547289,87.290733,17:51:44,29-12-2018,74,151,189,0.2,49,32.74,83.44,12.69
23.547264,87.290718,17:51:45,29-12-2018,73,149,186,0.2,49,32.74,83.5,12.72
23.547264,87.290718,17:51:46,29-12-2018,74,148,189,0.2,40,33.1,83.44,12.69
23.547264,87.290718,17:51:47,29-12-2018,80,148,189,0.2,36,33.28,83.44,12.69
23.547264,87.290718,17:51:47,29-12-2018,78,148,192,0.2,44,33.28,83.38,12.69
23.547264,87.290718,17:51:48,29-12-2018,86,150,195,0.21,47,33.1,83.44,12.69
23.547264,87.290718,17:51:49,29-12-2018,93,171,219,0.2,56,33.28,83.38,12.72
23.547121,87.290558,17:51:50,29-12-2018,89,170,218,0.21,49,33.28,83.38,12.72
23.547121,87.290558,17:51:51,29-12-2018,88,168,215,0.21,51,33.1,83.31,12.69
23.5471,87.290497,17:51:52,29-12-2018,87,167,213,0.2,52,33.28,83.25,12.69
23.5471,87.290497,17:51:53,29-12-2018,87,166,207,0.2,51,33.28,83.25,12.66
23.547085,87.290436,17:51:54,29-12-2018,84,165,200,0.2,46,33.28,83.25,12.69
23.547085,87.290436,17:51:55,29-12-2018,84,165,201,0.2,56,33.47,83.25,12.66
23.547077,87.290375,17:51:56,29-12-2018,79,164,196,0.21,46,32.38,83.31,12.66
23.547077,87.290375,17:51:57,29-12-2018,81,163,197,0.21,51,32.38,83.19,12.66
23.547068,87.290321,17:51:58,29-12-2018,90,165,202,0.2,51,32.38,83.13,12.69
23.547068,87.290321,17:51:59,29-12-2018,94,186,227,0.2,47,32.38,83,12.69
23.547068,87.290291,17:52:00,29-12-2018,98,187,227,0.2,60,32.38,83.06,12.72
23.547068,87.290291,17:52:01,29-12-2018,94,187,230,0.2,55,32.38,83,12.69
23.547075,87.29026,17:52:02,29-12-2018,95,187,232,0.2,47,32.2,83,12.72
23.547075,87.29026,17:52:03,29-12-2018,95,187,232,0.2,55,32.38,83,12.72
23.547079,87.290215,17:52:04,29-12-2018,95,187,232,0.2,57,32.2,82.94,12.72
23.547079,87.290215,17:52:05,29-12-2018,99,188,242,0.2,57,32.38,83,12.72
23.547092,87.290161,17:52:06,29-12-2018,100,190,243,0.2,46,32.38,82.94,12.72
23.547092,87.290161,17:52:07,29-12-2018,92,190,241,0.2,55,32.38,83,12.66
23.547102,87.290123,17:52:08,29-12-2018,93,190,242,0.2,55,32.2,82.94,12.69
23.547102,87.290123,17:52:09,29-12-2018,93,190,244,0.2,55,32.38,82.88,12.66
23.547102,87.290115,17:52:10,29-12-2018,96,190,244,0.2,57,32.2,82.88,12.66
23.547102,87.290115,17:52:11,29-12-2018,96,189,241,0.2,51,32.2,82.88,12.66
23.5471,87.290108,17:52:12,29-12-2018,103,190,241,0.2,57,32.38,83,12.66
23.5471,87.290108,17:52:13,29-12-2018,101,191,237,0.2,46,32.38,83.06,12.63
23.547098,87.290108,17:52:14,29-12-2018,98,191,237,0.2,46,33.28,83.19,12.63
23.547098,87.290108,17:52:15,29-12-2018,103,192,238,0.2,46,33.1,83.38,12.66
23.547092,87.290108,17:52:16,29-12-2018,98,192,242,0.2,51,33.1,83.44,12.63
23.547092,87.290108,17:52:17,29-12-2018,99,192,241,0.2,51,33.1,83.38,12.59
23.547087,87.290108,17:52:18,29-12-2018,100,193,239,0.2,46,33.1,83.56,12.66
23.547087,87.290108,17:52:19,29-12-2018,105,195,242,0.2,52,32.92,83.63,12.69
23.547087,87.290108,17:52:20,29-12-2018,100,196,242,0.2,52,33.1,83.69,12.66
23.546816,87.290863,17:45:10,29-12-2018,116,238,306,0.13,81,40.73,81.25,12.97
23.546816,87.290863,17:45:10,29-12-2018,116,238,313,0.13,88,39.69,81.25,12.97
23.546816,87.290863,17:45:12,29-12-2018,116,238,309,0.13,89,39.9,81.25,12.97
23.546816,87.290863,17:45:12,29-12-2018,94,184,253,0.12,84,39.28,81.31,12.94
23.546549,87.290695,17:45:14,29-12-2018,90,183,248,0.12,83,38.87,81.44,12.91
23.546549,87.290695,17:45:14,29-12-2018,88,182,244,0.12,83,38.47,81.38,12.94
23.547228,87.290695,17:45:16,29-12-2018,89,179,232,0.12,81,38.06,81.38,12.97
23.547228,87.290695,17:45:16,29-12-2018,91,178,227,0.12,71,37.67,81.44,12.91
23.547256,87.29071,17:45:18,29-12-2018,91,177,230,0.12,80,37.47,81.44,12.91
23.547256,87.29071,17:45:18,29-12-2018,92,176,224,0.12,71,37.07,81.63,12.91
23.547216,87.290749,17:45:20,29-12-2018,92,176,216,0.12,68,36.88,81.5,12.84
23.547216,87.290749,17:45:20,29-12-2018,100,178,219,0.12,67,36.68,81.63,12.88
23.547262,87.290779,17:45:22,29-12-2018,101,179,222,0.12,63,36.49,81.69,12.84
23.547262,87.290779,17:45:22,29-12-2018,101,181,221,0.11,68,36.29,81.69,12.88
23.547285,87.290802,17:45:24,29-12-2018,104,183,225,0.11,59,36.29,81.63,12.88
23.547285,87.290802,17:45:24,29-12-2018,100,185,225,0.11,54,36.29,81.75,12.88
23.547331,87.290817,17:45:26,29-12-2018,103,187,222,0.11,63,36.1,81.75,12.88
23.547331,87.290817,17:45:26,29-12-2018,106,208,240,0.11,60,35.72,81.75,12.84
23.547379,87.29084,17:45:28,29-12-2018,105,208,246,0.11,60,35.91,81.81,12.84
23.547379,87.29084,17:45:28,29-12-2018,102,208,248,0.11,54,35.52,81.88,12.91
23.547384,87.290863,17:45:30,29-12-2018,106,209,247,0.11,55,35.52,81.81,12.84
23.547384,87.290863,17:45:30,29-12-2018,106,210,248,0.11,60,34.77,82,12.88
23.54739,87.290894,17:45:32,29-12-2018,107,210,248,0.11,59,34.77,82.13,12.88
23.54739,87.290894,17:45:32,29-12-2018,102,209,242,0.11,59,34.77,82.06,12.88
23.547384,87.290901,17:45:33,29-12-2018,104,208,241,0.11,59,34.77,82.06,12.81
23.547365,87.290894,17:45:34,29-12-2018,101,206,242,0.11,46,34.58,82.06,12.84
23.547363,87.290901,17:45:35,29-12-2018,99,204,244,0.11,54,34.58,82.31,12.88
23.547363,87.290901,17:45:36,29-12-2018,102,204,240,0.11,47,34.02,82.38,12.84
23.547363,87.290901,17:45:37,29-12-2018,105,204,240,0.11,54,34.02,82.19,12.84
23.547344,87.290939,17:45:38,29-12-2018,103,204,241,0.11,45,34.39,82.44,12.81
23.547344,87.290939,17:45:39,29-12-2018,103,204,244,0.11,59,34.39,82.5,12.88
23.547344,87.290939,17:45:40,29-12-2018,103,205,247,0.11,57,34.39,82.38,12.84
23.547331,87.29097,17:45:41,29-12-2018,104,206,246,0.11,47,34.21,82.56,12.88
23.547331,87.29097,17:45:42,29-12-2018,107,208,250,0.11,51,34.21,82.44,12.81
23.547298,87.291,17:45:43,29-12-2018,111,211,257,0.11,51,34.21,82.63,12.84
23.547298,87.291,17:45:44,29-12-2018,109,213,260,0.11,56,34.21,82.5,12.84
23.547264,87.291031,17:45:45,29-12-2018,103,213,259,0.11,55,34.21,82.63,12.81
23.547264,87.291031,17:45:46,29-12-2018,101,213,259,0.11,51,34.02,82.63,12.81
23.547251,87.291069,17:45:47,29-12-2018,99,212,259,0.11,57,34.02,82.69,12.81
23.547251,87.291069,17:45:47,29-12-2018,98,211,256,0.11,56,34.02,82.56,12.81
23.547234,87.291084,17:45:49,29-12-2018,99,209,259,0.11,51,34.02,82.69,12.78
23.547234,87.291084,17:45:49,29-12-2018,97,207,251,0.11,51,33.84,82.88,12.78
23.54722,87.291107,17:45:51,29-12-2018,94,185,232,0.11,51,34.77,82.63,12.78
23.54722,87.291107,17:45:51,29-12-2018,94,185,232,0.11,51,34.77,82.88,12.78
23.547213,87.291138,17:45:53,29-12-2018,97,185,234,0.11,46,34.58,82.75,12.75
23.547213,87.291138,17:45:53,29-12-2018,97,185,231,0.11,57,34.77,82.69,12.75
23.547197,87.291153,17:45:55,29-12-2018,97,184,230,0.11,46,34.77,82.75,12.75
23.547197,87.291153,17:45:55,29-12-2018,95,183,226,0.11,51,34.58,82.94,12.75
23.547203,87.291176,17:45:57,29-12-2018,95,182,226,0.11,47,34.39,82.94,12.75
23.547203,87.291176,17:45:57,29-12-2018,95,181,225,0.11,57,34.58,82.88,12.72
23.547199,87.291183,17:45:59,29-12-2018,96,181,228,0.11,51,34.58,82.94,12.72
23.547199,87.291183,17:45:59,29-12-2018,98,182,225,0.11,50,34.58,82.94,12.72
23.547192,87.291206,17:46:01,29-12-2018,93,182,226,0.11,46,34.39,83,12.72
23.547192,87.291206,17:46:01,29-12-2018,97,183,227,0.11,56,34.58,83,12.72
23.547192,87.291222,17:46:03,29-12-2018,96,184,232,0.11,52,34.58,83.13,12.78
23.547192,87.291222,17:46:03,29-12-2018,100,187,234,0.11,46,34.39,83.13,12.78
23.547186,87.29126,17:46:05,29-12-2018,103,191,242,0.12,47,34.39,83.13,12.78
23.547186,87.29126,17:46:05,29-12-2018,106,194,243,0.11,51,34.39,83.19,12.78
23.547174,87.29129,17:46:07,29-12-2018,108,197,250,0.12,52,34.39,83.25,12.78
23.547174,87.29129,17:46:07,29-12-2018,107,200,248,0.12,52,34.39,83.25,12.81
23.547169,87.291328,17:46:09,29-12-2018,110,203,252,0.12,56,34.39,83.31,12.84
23.547169,87.291328,17:46:09,29-12-2018,107,205,255,0.12,56,34.21,83.25,12.84
23.547178,87.291351,17:46:11,29-12-2018,104,206,253,0.12,51,33.47,83.31,12.84
23.547178,87.291351,17:46:11,29-12-2018,101,206,255,0.12,51,33.28,83.38,12.81
23.547174,87.291382,17:46:13,29-12-2018,96,205,251,0.12,56,33.1,83.31,12.88
23.547174,87.291382,17:46:13,29-12-2018,90,203,247,0.12,52,33.28,83.38,12.88
23.547173,87.291405,17:46:15,29-12-2018,90,201,245,0.12,52,33.28,83.38,12.84
23.547173,87.291405,17:46:15,29-12-2018,89,199,236,0.12,46,33.1,83.38,12.88
23.547155,87.291428,17:46:17,29-12-2018,88,196,234,0.12,44,32.92,83.31,12.84
23.547155,87.291428,17:46:17,29-12-2018,84,193,231,0.12,49,32.92,83.31,12.88
23.547157,87.291451,17:46:19,29-12-2018,86,190,228,0.12,46,33.1,83.38,12.88
23.547157,87.291451,17:46:19,29-12-2018,94,190,227,0.12,52,33.1,83.44,12.88
23.547146,87.291466,17:46:21,29-12-2018,93,190,225,0.12,49,32.92,83.38,12.94
23.547146,87.291466,17:46:21,29-12-2018,98,190,226,0.12,44,32.92,83.31,12.88
23.547132,87.291489,17:46:23,29-12-2018,99,191,226,0.12,49,32.92,83.31,12.88
23.547132,87.291489,17:46:23,29-12-2018,97,192,230,0.12,52,32.74,83.5,12.94
23.547113,87.291512,17:46:25,29-12-2018,95,192,235,0.12,44,33.1,83.38,12.91
23.547113,87.291512,17:46:25,29-12-2018,96,192,231,0.12,51,33.1,83.44,12.94
23.547121,87.291534,17:46:27,29-12-2018,95,193,231,0.12,46,32.92,83.38,12.94
23.547121,87.291534,17:46:27,29-12-2018,94,193,233,0.12,52,32.92,83.31,12.94
23.547121,87.291534,17:46:28,29-12-2018,97,193,234,0.12,44,33.1,83.31,12.94
23.547106,87.291565,17:46:29,29-12-2018,92,193,236,0.12,42,32.2,83.56,12.94
23.5471,87.29158,17:46:30,29-12-2018,91,191,237,0.12,42,33.28,83.13,12.94
23.547102,87.291611,17:46:31,29-12-2018,90,190,233,0.12,44,33.1,83.25,12.94
23.547092,87.291626,17:46:32,29-12-2018,90,189,225,0.12,49,33.65,83.31,12.97
23.547092,87.291626,17:46:33,29-12-2018,89,188,226,0.12,49,33.84,83.25,13
23.547092,87.291626,17:46:34,29-12-2018,92,188,229,0.12,49,33.84,83.19,12.97
23.547075,87.291649,17:46:35,29-12-2018,88,187,229,0.12,49,33.84,83.06,13
23.547045,87.291687,17:46:36,29-12-2018,88,186,228,0.12,49,33.84,83.19,13
23.547045,87.291687,17:46:37,29-12-2018,87,186,225,0.12,49,33.65,83.06,13.03
23.547026,87.29171,17:46:38,29-12-2018,94,187,224,0.12,51,33.84,83.06,13
23.547026,87.29171,17:46:39,29-12-2018,95,190,227,0.12,47,33.65,83.06,13
23.547018,87.29174,17:46:40,29-12-2018,96,193,231,0.13,51,33.65,83.13,13.03
23.547018,87.29174,17:46:41,29-12-2018,100,196,237,0.13,47,33.84,83.19,13.09
23.547012,87.291756,17:46:42,29-12-2018,104,199,239,0.13,44,33.65,82.94,13.06
23.547012,87.291756,17:46:42,29-12-2018,105,202,242,0.13,49,33.84,83,13.03
23.54701,87.291763,17:46:44,29-12-2018,104,205,244,0.13,44,33.84,82.88,13.06
23.54701,87.291763,17:46:44,29-12-2018,107,207,252,0.13,48,33.65,82.81,13.09
23.547003,87.291801,17:46:46,29-12-2018,98,207,257,0.13,49,33.65,82.88,13.09
23.547003,87.291801,17:46:46,29-12-2018,99,206,253,0.13,42,33.65,82.81,13.13
23.546972,87.291809,17:46:48,29-12-2018,98,205,255,0.13,49,33.84,82.81,13.13
23.546972,87.291809,17:46:48,29-12-2018,96,203,256,0.13,38,33.84,82.75,13.13
23.546949,87.291824,17:46:50,29-12-2018,92,200,260,0.13,49,33.84,82.63,13.09
23.546949,87.291824,17:46:50,29-12-2018,89,176,234,0.13,49,32.92,82.63,13.09
23.546919,87.291847,17:46:52,29-12-2018,84,174,241,0.13,39,32.74,82.63,13.13
23.546919,87.291847,17:46:52,29-12-2018,80,171,237,0.13,49,32.92,82.56,13.06
23.546906,87.291878,17:46:54,29-12-2018,79,168,231,0.13,46,32.74,82.56,13.09
23.546906,87.291878,17:46:54,29-12-2018,77,165,228,0.13,46,32.74,82.56,13.06
23.546886,87.291901,17:46:56,29-12-2018,78,162,224,0.13,46,32.74,82.5,13.13
23.546886,87.291901,17:46:56,29-12-2018,77,159,219,0.13,56,32.74,82.38,13.06
23.546879,87.291924,17:46:58,29-12-2018,77,157,217,0.13,44,32.74,82.44,13.06
23.546879,87.291924,17:46:58,29-12-2018,78,155,211,0.13,44,32.74,82.38,13.06
23.546879,87.291946,17:47:00,29-12-2018,76,153,215,0.13,51,32.74,82.38,13.06
23.546879,87.291946,17:47:00,29-12-2018,79,153,200,0.13,46,32.74,82.38,13.09
23.546894,87.291977,17:47:02,29-12-2018,79,153,194,0.13,49,32.56,82.38,13.09
23.546894,87.291977,17:47:02,29-12-2018,81,153,190,0.13,49,32.74,82.25,13.09
23.546883,87.291992,17:47:04,29-12-2018,80,153,196,0.13,44,32.74,82.31,13.09
23.546883,87.291992,17:47:04,29-12-2018,72,151,188,0.13,46,32.74,82.31,13.06
23.546871,87.292023,17:47:06,29-12-2018,68,148,183,0.13,46,32.56,82.38,13.06
23.546871,87.292023,17:47:06,29-12-2018,67,145,176,0.13,46,32.56,82.31,13.06
23.546877,87.292061,17:47:08,29-12-2018,64,124,156,0.13,49,32.74,82.31,13.06
23.546877,87.292061,17:47:08,29-12-2018,63,124,161,0.13,51,32.38,82.38,13.06
23.546898,87.292091,17:47:10,29-12-2018,65,124,169,0.13,42,33.28,82.25,13.06
23.546898,87.292091,17:47:10,29-12-2018,68,125,174,0.13,38,33.47,82.38,13.06
23.546923,87.29213,17:47:12,29-12-2018,69,126,172,0.13,43,33.28,82.31,13.03
23.546923,87.29213,17:47:12,29-12-2018,76,129,175,0.14,44,33.28,82.25,13.03
23.546934,87.292145,17:47:14,29-12-2018,78,153,203,0.13,39,33.28,82.19,13.03
23.546934,87.292145,17:47:14,29-12-2018,78,154,207,0.14,38,33.28,82.25,13
23.546947,87.292152,17:47:16,29-12-2018,84,158,206,0.14,44,33.1,82.25,13
23.546947,87.292152,17:47:16,29-12-2018,88,179,225,0.14,36,33.1,82.25,13
23.546947,87.292175,17:47:18,29-12-2018,86,179,220,0.14,39,33.28,82.25,12.97
23.546947,87.292175,17:47:18,29-12-2018,80,177,213,0.14,39,33.1,82.13,12.97
23.546944,87.292206,17:47:20,29-12-2018,80,176,212,0.14,39,33.28,82.25,13.03
23.546944,87.292206,17:47:20,29-12-2018,85,176,209,0.14,36,33.1,82.19,12.97
23.546944,87.292206,17:47:21,29-12-2018,87,177,213,0.14,43,33.1,82.19,13.03
23.546944,87.292206,17:47:22,29-12-2018,94,178,210,0.14,44,32.92,82.25,13.03
23.546951,87.292229,17:47:23,29-12-2018,94,179,213,0.14,49,32.56,82.19,12.97
23.546951,87.292229,17:47:24,29-12-2018,94,180,212,0.14,46,32.92,82.19,13.03
23.546949,87.292236,17:47:25,29-12-2018,90,180,213,0.14,47,33.28,82.13,13.03
23.546949,87.292236,17:47:26,29-12-2018,92,180,211,0.15,49,32.56,82.25,13.03
23.546949,87.292236,17:47:27,29-12-2018,98,181,217,0.14,51,33.1,82.19,12.97
23.546913,87.292328,17:47:28,29-12-2018,94,181,216,0.14,46,33.28,82.25,13
23.546913,87.292328,17:47:29,29-12-2018,92,181,219,0.14,46,33.28,82.19,13.03
23.546921,87.292351,17:47:30,29-12-2018,89,180,216,0.14,49,33.28,82.19,13
23.546915,87.292374,17:47:31,29-12-2018,88,179,218,0.14,38,32.38,82.25,13.03
23.546915,87.292374,17:47:32,29-12-2018,82,177,218,0.14,39,32.38,82,13.03
23.546936,87.292412,17:47:33,29-12-2018,83,175,217,0.14,49,32.38,82.25,13.06
23.546936,87.292412,17:47:34,29-12-2018,85,174,220,0.14,49,32.38,82.06,13
23.546961,87.292427,17:47:35,29-12-2018,81,173,218,0.15,49,32.2,82.13,13
23.546961,87.292427,17:47:36,29-12-2018,80,172,219,0.14,38,32.38,82.06,13
23.546988,87.292442,17:47:37,29-12-2018,78,170,217,0.15,39,32.38,82,12.97
23.546988,87.292442,17:47:37,29-12-2018,77,169,218,0.15,39,32.2,82.13,13
23.547007,87.292458,17:47:39,29-12-2018,74,167,212,0.15,49,32.38,82.06,13
23.547007,87.292458,17:47:39,29-12-2018,77,165,212,0.15,38,32.38,82.13,13.03
23.547028,87.292473,17:47:41,29-12-2018,75,163,210,0.15,48,32.2,82.19,12.97
23.547028,87.292473,17:47:41,29-12-2018,75,162,209,0.15,44,32.2,82.44,13
23.547054,87.292473,17:47:43,29-12-2018,69,159,201,0.15,47,32.38,82.38,12.97
23.547054,87.292473,17:47:43,29-12-2018,71,157,196,0.15,49,32.2,82.44,12.97
23.547066,87.29248,17:47:45,29-12-2018,73,156,192,0.15,47,32.38,82.5,12.97
23.547066,87.29248,17:47:45,29-12-2018,79,157,190,0.15,49,32.38,82.56,12.97
23.547092,87.292496,17:47:47,29-12-2018,78,157,187,0.15,44,32.38,82.56,13
23.547092,87.292496,17:47:47,29-12-2018,81,159,187,0.15,43,32.38,82.56,13
23.547129,87.292511,17:47:49,29-12-2018,81,160,182,0.15,43,32.2,82.63,13.03
23.547129,87.292511,17:47:49,29-12-2018,85,162,182,0.15,39,32.38,82.69,13
23.547146,87.292511,17:47:51,29-12-2018,90,165,188,0.15,40,32.2,82.63,13
23.547146,87.292511,17:47:51,29-12-2018,91,167,193,0.15,49,33.28,82.63,13.03
23.547161,87.292526,17:47:53,29-12-2018,93,169,198,0.15,40,33.1,82.69,13.03
23.547161,87.292526,17:47:53,29-12-2018,87,169,196,0.15,45,33.1,82.69,13.03
23.547173,87.292549,17:47:55,29-12-2018,88,169,199,0.15,49,32.92,82.69,13.03
23.547173,87.292549,17:47:55,29-12-2018,88,169,203,0.15,38,32.92,82.81,13.06
23.547173,87.292564,17:47:57,29-12-2018,89,170,207,0.15,39,33.1,82.75,13.09
23.547173,87.292564,17:47:57,29-12-2018,86,170,206,0.15,38,32.92,82.88,13.09
23.547167,87.29258,17:47:59,29-12-2018,88,170,204,0.15,38,32.92,82.88,13.13
23.547167,87.29258,17:47:59,29-12-2018,83,170,206,0.15,49,32.92,82.88,13.13
23.547159,87.292587,17:48:01,29-12-2018,78,169,204,0.15,39,32.92,82.81,13.16
23.547159,87.292587,17:48:01,29-12-2018,78,168,207,0.15,38,33.1,82.94,13.13
23.547146,87.292595,17:48:03,29-12-2018,73,165,202,0.15,38,32.92,82.88,13.16
23.547146,87.292595,17:48:03,29-12-2018,73,163,200,0.15,38,33.1,82.81,13.22
23.547132,87.29261,17:48:05,29-12-2018,71,161,192,0.15,44,33.1,82.88,13.25
23.547132,87.29261,17:48:05,29-12-2018,69,158,193,0.15,46,32.92,82.88,13.28
23.547121,87.292625,17:48:07,29-12-2018,67,155,193,0.15,48,33.1,82.81,13.25
23.547121,87.292625,17:48:07,29-12-2018,64,152,192,0.15,49,32.92,82.88,13.25
23.54711,87.292633,17:48:09,29-12-2018,66,149,186,0.15,39,33.1,82.81,13.28
23.54711,87.292633,17:48:09,29-12-2018,65,145,184,0.15,36,33.1,82.88,13.31
23.5471,87.292648,17:48:11,29-12-2018,63,142,184,0.15,39,32.92,82.81,13.31
23.5471,87.292648,17:48:11,29-12-2018,60,139,183,0.15,49,32.92,82.81,13.38
23.547077,87.292648,17:48:13,29-12-2018,58,136,186,0.15,46,31.84,82.88,13.44
23.547077,87.292648,17:48:13,29-12-2018,57,132,175,0.15,38,31.84,82.81,13.44
23.547077,87.292648,17:48:14,29-12-2018,56,129,171,0.15,45,31.84,82.69,13.5
