Latitude,Longitude,Time,Date,PM1,PM2_5,PM10,N02,CO2,CO,Humidity,Temperature
23.547226,87.29258,17:45:04,29-12-2018,74,151,171,0.09,6,183.72,63.63,18.16
23.547226,87.29258,17:45:04,29-12-2018,74,151,173,0.08,17,158.34,63.69,18.09
23.547068,87.292488,17:45:06,29-12-2018,74,151,173,0.08,23,132.58,63.75,18.06
23.547068,87.292488,17:45:06,29-12-2018,74,151,174,0.08,34,112,63.94,17.97
23.546944,87.292442,17:45:08,29-12-2018,74,151,177,0.08,44,96.14,64.06,17.88
23.546944,87.292442,17:45:08,29-12-2018,74,151,177,0.07,63,84.49,64.06,17.81
23.546928,87.292412,17:45:10,29-12-2018,74,151,179,0.07,73,75.97,64.06,17.81
23.546928,87.292412,17:45:10,29-12-2018,74,151,180,0.07,75,69.22,64.31,17.72
23.546877,87.292358,17:45:12,29-12-2018,74,151,172,0.07,75,64.22,64.38,17.69
23.546877,87.292358,17:45:12,29-12-2018,52,97,119,0.07,73,61.26,64.5,17.63
23.54689,87.292351,17:45:14,29-12-2018,51,97,127,0.07,70,58.42,64.5,17.56
23.54689,87.292351,17:45:14,29-12-2018,51,97,129,0.07,75,55.42,64.63,17.56
23.546913,87.292328,17:45:16,29-12-2018,53,98,131,0.07,70,53.58,64.69,17.53
23.546913,87.292328,17:45:16,29-12-2018,56,100,137,0.07,65,51.79,64.88,17.44
23.546934,87.292313,17:45:18,29-12-2018,61,103,143,0.07,67,50.29,64.75,17.44
23.546934,87.292313,17:45:18,29-12-2018,59,105,142,0.07,67,49.07,65.06,17.41
23.547024,87.29232,17:45:20,29-12-2018,58,107,146,0.07,63,48.11,65.06,17.41
23.547024,87.29232,17:45:20,29-12-2018,59,109,146,0.07,60,47.4,65.13,17.34
23.546989,87.292274,17:45:22,29-12-2018,61,111,142,0.07,63,46.47,65.31,17.31
23.546989,87.292274,17:45:22,29-12-2018,61,113,144,0.07,59,45.78,65.44,17.28
23.546974,87.292236,17:45:24,29-12-2018,61,114,146,0.07,54,45.32,65.5,17.25
23.546974,87.292236,17:45:24,29-12-2018,59,115,143,0.07,55,44.42,65.63,17.19
23.546974,87.292206,17:45:26,29-12-2018,58,115,144,0.07,52,43.97,65.69,17.16
23.546974,87.292206,17:45:26,29-12-2018,59,115,146,0.07,55,43.53,65.81,17.13
23.546968,87.292175,17:45:28,29-12-2018,55,115,144,0.07,46,43.09,65.81,17.06
23.546968,87.292175,17:45:28,29-12-2018,59,115,144,0.07,45,42.65,66.06,17.06
23.546963,87.292145,17:45:30,29-12-2018,58,115,146,0.07,57,42.22,66.19,17
23.546963,87.292145,17:45:30,29-12-2018,58,115,146,0.07,46,41.79,66.25,16.94
23.546951,87.292107,17:45:32,29-12-2018,62,117,149,0.07,46,40.73,66.38,16.91
23.546951,87.292107,17:45:32,29-12-2018,66,120,154,0.07,51,40.52,66.44,16.88
23.546942,87.292084,17:45:34,29-12-2018,66,122,157,0.07,51,40.31,66.56,16.91
23.546942,87.292084,17:45:34,29-12-2018,72,126,160,0.07,56,40.31,66.56,16.81
23.546942,87.292084,17:45:35,29-12-2018,75,152,184,0.07,51,40.31,66.75,16.81
23.546942,87.292046,17:45:36,29-12-2018,81,154,188,0.07,44,39.9,66.88,16.81
23.546942,87.292046,17:45:37,29-12-2018,80,156,192,0.07,46,39.28,67,16.78
23.546947,87.29203,17:45:38,29-12-2018,83,159,193,0.07,51,39.28,67.06,16.81
23.546953,87.292015,17:45:39,29-12-2018,85,161,202,0.07,44,38.67,67,16.75
23.546953,87.292015,17:45:40,29-12-2018,83,163,203,0.07,44,39.07,67.25,16.75
23.546953,87.292015,17:45:41,29-12-2018,90,185,225,0.08,49,38.87,67.44,16.69
23.546974,87.291977,17:45:42,29-12-2018,83,184,222,0.07,42,38.87,67.44,16.66
23.546989,87.291954,17:45:43,29-12-2018,81,181,222,0.08,45,38.67,67.5,16.66
23.546989,87.291954,17:45:44,29-12-2018,80,179,217,0.08,49,38.47,67.44,16.63
23.547001,87.291924,17:45:45,29-12-2018,82,178,215,0.08,49,38.27,67.63,16.59
23.547001,87.291924,17:45:45,29-12-2018,83,178,213,0.08,44,38.06,67.88,16.56
23.547005,87.291893,17:45:47,29-12-2018,83,178,211,0.08,48,37.87,67.94,16.56
23.547005,87.291893,17:45:47,29-12-2018,81,177,212,0.08,44,37.87,68.06,16.56
23.547014,87.29187,17:45:49,29-12-2018,76,174,211,0.08,49,37.47,68.25,16.5
23.547014,87.29187,17:45:49,29-12-2018,81,173,210,0.08,49,37.47,68.25,16.47
23.547028,87.29184,17:45:51,29-12-2018,81,172,205,0.08,38,37.47,68.19,16.44
23.547028,87.29184,17:45:51,29-12-2018,81,172,205,0.08,36,37.47,68.38,16.47
23.547045,87.291832,17:45:53,29-12-2018,82,171,205,0.08,44,38.27,68.44,16.44
23.547045,87.291832,17:45:53,29-12-2018,84,170,206,0.08,43,38.06,68.38,16.44
23.547052,87.291809,17:45:55,29-12-2018,83,168,207,0.08,38,37.87,68.5,16.44
23.547052,87.291809,17:45:55,29-12-2018,79,166,199,0.08,40,37.87,68.56,16.41
23.547056,87.291779,17:45:57,29-12-2018,79,164,194,0.08,38,37.67,68.81,16.44
23.547056,87.291779,17:45:57,29-12-2018,86,164,191,0.08,43,37.67,68.81,16.41
23.547024,87.291763,17:45:59,29-12-2018,85,163,191,0.08,38,37.67,68.88,16.41
23.547024,87.291763,17:45:59,29-12-2018,85,162,193,0.08,48,37.87,68.88,16.38
23.547018,87.291725,17:46:01,29-12-2018,84,162,197,0.08,39,37.47,69,16.34
23.547018,87.291725,17:46:01,29-12-2018,81,161,199,0.08,36,37.47,69.06,16.38
23.547016,87.291672,17:46:03,29-12-2018,79,160,194,0.08,39,37.47,69.06,16.38
23.547016,87.291672,17:46:03,29-12-2018,82,159,193,0.08,36,37.67,69.19,16.38
23.547031,87.291641,17:46:05,29-12-2018,81,159,192,0.08,36,37.47,69.31,16.34
23.547031,87.291641,17:46:05,29-12-2018,76,158,189,0.08,38,37.07,69.31,16.31
23.547054,87.291618,17:46:07,29-12-2018,71,156,192,0.08,44,37.07,69.44,16.31
23.547054,87.291618,17:46:07,29-12-2018,69,155,190,0.08,38,36.88,69.44,16.34
23.547071,87.29158,17:46:09,29-12-2018,66,152,185,0.09,48,36.88,69.5,16.31
23.547071,87.29158,17:46:09,29-12-2018,64,149,180,0.09,39,36.88,69.63,16.28
23.547087,87.29158,17:46:11,29-12-2018,63,128,159,0.09,36,36.88,69.63,16.25
23.547087,87.29158,17:46:11,29-12-2018,63,128,162,0.09,43,36.88,69.75,16.25
23.547125,87.291565,17:46:13,29-12-2018,60,126,160,0.09,48,36.29,69.69,16.22
23.547125,87.291565,17:46:13,29-12-2018,60,125,159,0.09,38,35.72,69.81,16.25
23.547153,87.291557,17:46:15,29-12-2018,60,123,159,0.09,39,35.91,69.88,16.22
23.547153,87.291557,17:46:15,29-12-2018,62,122,152,0.09,49,35.72,70,16.16
23.547173,87.291527,17:46:17,29-12-2018,58,119,148,0.09,36,35.72,70,16.16
23.547173,87.291527,17:46:17,29-12-2018,61,118,148,0.09,48,35.33,70,16.16
23.547176,87.291504,17:46:19,29-12-2018,61,117,144,0.09,38,35.33,70.06,16.16
23.547176,87.291504,17:46:19,29-12-2018,63,117,144,0.09,45,35.72,70.13,16.06
23.547174,87.291481,17:46:21,29-12-2018,60,115,139,0.09,45,35.52,70.19,16.06
23.547174,87.291481,17:46:21,29-12-2018,60,113,136,0.09,49,35.52,70.25,16.03
23.547184,87.291451,17:46:23,29-12-2018,58,111,134,0.09,39,35.14,70.31,16
23.547184,87.291451,17:46:23,29-12-2018,56,109,134,0.09,38,35.14,70.31,16
23.547192,87.291428,17:46:25,29-12-2018,58,108,139,0.09,38,34.77,70.31,16
23.547192,87.291428,17:46:25,29-12-2018,58,107,135,0.09,38,34.77,70.38,15.97
23.547201,87.291405,17:46:27,29-12-2018,57,106,131,0.09,41,34.96,70.5,15.94
23.547201,87.291405,17:46:27,29-12-2018,53,104,128,0.09,48,34.96,70.56,15.94
23.547201,87.291405,17:46:28,29-12-2018,51,103,126,0.09,48,34.96,70.63,15.88
23.547188,87.291374,17:46:29,29-12-2018,50,102,126,0.09,43,34.77,70.69,15.91
23.547188,87.291374,17:46:30,29-12-2018,49,102,133,0.09,39,34.39,70.75,15.88
23.547188,87.291374,17:46:31,29-12-2018,52,102,129,0.09,39,34.21,70.81,15.84
23.54718,87.291344,17:46:32,29-12-2018,56,103,123,0.09,38,35.52,70.81,15.84
23.54718,87.291344,17:46:33,29-12-2018,55,103,124,0.09,38,35.52,70.88,15.84
23.547169,87.291313,17:46:34,29-12-2018,59,104,133,0.09,41,35.91,71,15.81
23.547169,87.291313,17:46:35,29-12-2018,64,106,138,0.09,38,35.91,71.13,15.78
23.547169,87.291313,17:46:36,29-12-2018,64,108,140,0.09,36,36.1,70.94,15.78
23.547173,87.291267,17:46:37,29-12-2018,67,110,144,0.09,48,35.91,71.06,15.75
23.547178,87.291245,17:46:38,29-12-2018,73,138,172,0.09,38,35.91,71.06,15.75
23.547178,87.291245,17:46:39,29-12-2018,71,137,166,0.09,38,35.91,71.19,15.75
23.547199,87.291222,17:46:40,29-12-2018,72,137,169,0.1,38,36.1,71.38,15.75
23.547199,87.291222,17:46:40,29-12-2018,69,136,169,0.1,38,35.91,71.19,15.72
23.547201,87.291206,17:46:42,29-12-2018,69,136,171,0.1,36,35.72,71.44,15.66
23.547201,87.291206,17:46:42,29-12-2018,71,137,169,0.1,41,35.91,71.44,15.66
23.547215,87.291176,17:46:44,29-12-2018,69,138,173,0.1,36,35.72,71.5,15.66
23.547215,87.291176,17:46:44,29-12-2018,74,140,176,0.1,38,35.72,71.44,15.66
23.547232,87.291153,17:46:46,29-12-2018,77,141,175,0.1,48,35.72,71.5,15.56
23.547232,87.291153,17:46:46,29-12-2018,82,144,175,0.1,39,35.52,71.5,15.56
23.547251,87.291115,17:46:48,29-12-2018,82,147,177,0.1,43,35.52,71.81,15.5
23.547251,87.291115,17:46:48,29-12-2018,88,150,183,0.1,36,35.52,71.5,15.5
23.547264,87.291084,17:46:50,29-12-2018,88,153,185,0.1,43,35.52,71.81,15.44
23.547264,87.291084,17:46:50,29-12-2018,86,155,190,0.1,36,35.52,71.81,15.44
23.547276,87.291054,17:46:52,29-12-2018,89,158,190,0.1,43,34.58,71.94,15.38
23.547276,87.291054,17:46:52,29-12-2018,91,160,195,0.1,43,34.58,71.88,15.38
23.547285,87.291031,17:46:54,29-12-2018,84,161,200,0.1,38,34.77,71.94,15.34
23.547285,87.291031,17:46:54,29-12-2018,82,162,205,0.1,43,34.58,72.06,15.34
23.547295,87.291008,17:46:56,29-12-2018,82,163,212,0.1,38,34.58,72.19,15.31
23.547295,87.291008,17:46:56,29-12-2018,82,164,211,0.1,43,34.58,72.19,15.25
23.5473,87.290993,17:46:58,29-12-2018,82,164,211,0.1,39,34.39,72.31,15.22
23.5473,87.290993,17:46:58,29-12-2018,79,164,217,0.1,36,34.39,72.38,15.22
23.547306,87.29097,17:47:00,29-12-2018,78,163,214,0.1,48,34.39,72.5,15.19
23.547306,87.29097,17:47:00,29-12-2018,77,162,216,0.1,43,34.39,72.56,15.09
23.547319,87.290947,17:47:02,29-12-2018,73,161,215,0.1,41,34.39,72.63,15.13
23.547319,87.290947,17:47:02,29-12-2018,80,161,221,0.1,39,34.39,72.69,15.09
23.547338,87.290916,17:47:04,29-12-2018,81,161,223,0.1,41,34.39,72.81,15.09
23.547338,87.290916,17:47:04,29-12-2018,80,161,218,0.1,44,34.58,72.88,15.06
23.547358,87.290894,17:47:06,29-12-2018,80,161,221,0.1,39,34.39,72.88,15.03
23.547358,87.290894,17:47:06,29-12-2018,83,162,213,0.1,38,34.21,73,15.03
23.547377,87.290863,17:47:08,29-12-2018,85,163,213,0.1,41,34.58,73.06,15.03
23.547377,87.290863,17:47:08,29-12-2018,84,164,215,0.1,36,34.21,73.19,15
23.547382,87.290833,17:47:10,29-12-2018,86,165,212,0.1,38,35.14,73.19,15
23.547382,87.290833,17:47:10,29-12-2018,83,165,209,0.1,38,35.14,73.31,14.94
23.547371,87.29081,17:47:12,29-12-2018,83,165,210,0.1,43,35.14,73.25,14.94
23.547371,87.29081,17:47:12,29-12-2018,84,165,208,0.1,44,35.14,73.38,14.94
23.547354,87.290787,17:47:14,29-12-2018,89,166,209,0.1,39,34.96,73.31,14.91
23.547354,87.290787,17:47:14,29-12-2018,88,167,214,0.11,39,34.96,73.38,14.88
23.547331,87.290771,17:47:16,29-12-2018,89,169,216,0.11,38,35.14,73.5,14.88
23.547331,87.290771,17:47:16,29-12-2018,91,170,214,0.11,39,35.14,73.44,14.88
23.547304,87.290749,17:47:18,29-12-2018,90,170,218,0.11,38,34.96,73.44,14.84
23.547304,87.290749,17:47:18,29-12-2018,89,170,216,0.11,41,34.96,73.5,14.84
23.547281,87.290741,17:47:20,29-12-2018,89,170,216,0.11,39,34.96,73.5,14.81
23.547281,87.290741,17:47:20,29-12-2018,85,169,216,0.11,44,34.96,73.69,14.81
23.547256,87.290718,17:47:22,29-12-2018,84,167,213,0.11,39,34.96,73.5,14.81
23.547256,87.290718,17:47:22,29-12-2018,74,164,206,0.11,43,34.96,73.56,14.78
23.547232,87.29071,17:47:24,29-12-2018,75,143,182,0.11,36,34.77,73.63,14.75
23.547232,87.29071,17:47:24,29-12-2018,70,142,177,0.11,39,34.96,73.56,14.75
23.547215,87.290688,17:47:26,29-12-2018,72,142,178,0.11,39,34.96,73.63,14.75
23.547215,87.290688,17:47:26,29-12-2018,72,142,177,0.11,38,34.96,73.75,14.72
23.547195,87.290665,17:47:28,29-12-2018,73,142,174,0.11,31,34.77,73.75,14.69
23.547195,87.290665,17:47:28,29-12-2018,78,143,171,0.11,41,34.02,73.69,14.69
23.547195,87.290665,17:47:29,29-12-2018,81,145,176,0.11,43,33.84,73.75,14.69
23.547176,87.290642,17:47:30,29-12-2018,86,148,181,0.11,43,33.47,73.75,14.69
23.547167,87.290627,17:47:31,29-12-2018,90,151,192,0.11,38,34.21,73.94,14.66
23.547167,87.290627,17:47:32,29-12-2018,88,154,200,0.11,41,34.21,73.69,14.69
23.547159,87.290619,17:47:33,29-12-2018,87,156,203,0.11,38,34.02,73.94,14.69
23.547155,87.290604,17:47:34,29-12-2018,88,158,206,0.11,44,34.02,73.88,14.69
23.547155,87.290604,17:47:35,29-12-2018,87,160,212,0.11,43,34.02,74,14.72
23.547144,87.290588,17:47:36,29-12-2018,85,161,211,0.11,39,33.84,74,14.72
23.547132,87.290565,17:47:37,29-12-2018,88,164,215,0.11,30,33.84,74,14.72
23.547132,87.290565,17:47:38,29-12-2018,86,165,215,0.11,38,34.02,74,14.69
23.547131,87.290558,17:47:39,29-12-2018,88,167,209,0.11,44,33.84,73.94,14.72
23.547129,87.290535,17:47:40,29-12-2018,97,171,211,0.11,36,34.02,74.06,14.69
23.547129,87.290535,17:47:41,29-12-2018,97,174,214,0.11,39,34.02,74.13,14.69
23.547119,87.290504,17:47:42,29-12-2018,99,176,214,0.11,41,33.84,74.06,14.69
23.547119,87.290504,17:47:42,29-12-2018,95,177,214,0.12,40,33.84,74.13,14.69
23.547106,87.290482,17:47:44,29-12-2018,95,179,217,0.12,43,33.84,74.25,14.69
23.547106,87.290482,17:47:44,29-12-2018,96,181,222,0.12,39,33.84,74.19,14.69
23.547098,87.290451,17:47:46,29-12-2018,99,182,221,0.12,38,33.65,74.19,14.66
23.547098,87.290451,17:47:46,29-12-2018,103,185,224,0.12,43,34.77,74.19,14.66
23.547089,87.290421,17:47:48,29-12-2018,98,185,227,0.12,38,34.77,74.06,14.59
23.547089,87.290421,17:47:48,29-12-2018,95,185,228,0.12,43,34.77,74.25,14.59
23.547079,87.29039,17:47:50,29-12-2018,94,185,233,0.12,41,34.58,74.19,14.63
23.547079,87.29039,17:47:50,29-12-2018,102,186,234,0.12,43,34.39,74.25,14.59
23.547066,87.290352,17:47:52,29-12-2018,104,187,234,0.12,36,34.58,74.31,14.63
23.547066,87.290352,17:47:52,29-12-2018,105,188,233,0.12,38,34.58,74.19,14.63
23.547064,87.290329,17:47:54,29-12-2018,102,188,235,0.12,36,34.58,74.06,14.56
23.547064,87.290329,17:47:54,29-12-2018,95,187,236,0.12,35,34.58,74.25,14.59
23.547066,87.290298,17:47:56,29-12-2018,94,186,234,0.12,39,34.58,74.19,14.59
23.547066,87.290298,17:47:56,29-12-2018,92,185,233,0.12,41,34.58,74.19,14.59
23.547066,87.29026,17:47:58,29-12-2018,90,184,227,0.12,41,34.58,74.13,14.63
23.547066,87.29026,17:47:58,29-12-2018,86,182,225,0.12,39,34.58,74.19,14.66
23.547062,87.290245,17:48:00,29-12-2018,85,181,224,0.12,34,34.58,74.25,14.63
23.547062,87.290245,17:48:00,29-12-2018,85,181,222,0.12,40,34.39,74.19,14.66
23.547068,87.290222,17:48:02,29-12-2018,84,181,223,0.12,35,34.58,74.06,14.59
23.547068,87.290222,17:48:02,29-12-2018,87,181,219,0.12,28,34.58,74.19,14.63
23.547075,87.290207,17:48:04,29-12-2018,87,181,219,0.12,34,33.47,74.25,14.59
23.547075,87.290207,17:48:04,29-12-2018,88,181,216,0.12,39,33.47,74.06,14.63
23.547083,87.290184,17:48:06,29-12-2018,91,181,218,0.12,38,33.47,74.19,14.66
23.547083,87.290184,17:48:06,29-12-2018,91,182,224,0.12,41,33.28,74.19,14.59
23.547089,87.290161,17:48:08,29-12-2018,91,182,223,0.12,39,33.65,74.25,14.59
23.547089,87.290161,17:48:08,29-12-2018,90,182,221,0.12,36,33.47,74.25,14.63
23.547087,87.290131,17:48:10,29-12-2018,91,182,226,0.12,38,33.47,74.25,14.59
23.547087,87.290131,17:48:10,29-12-2018,96,183,229,0.12,38,33.28,74.31,14.56
23.547096,87.290108,17:48:12,29-12-2018,98,185,236,0.12,41,33.47,74.31,14.56
23.547096,87.290108,17:48:12,29-12-2018,99,187,244,0.12,43,33.65,74.31,14.56
23.547106,87.290085,17:48:14,29-12-2018,100,189,242,0.12,39,33.47,74.31,14.56
23.547106,87.290085,17:48:14,29-12-2018,104,191,239,0.12,41,33.47,74.31,14.56
23.547106,87.290054,17:48:16,29-12-2018,109,194,249,0.12,41,33.28,74.44,14.5
23.547106,87.290054,17:48:16,29-12-2018,112,197,251,0.12,40,33.47,74.38,14.56
23.547102,87.290031,17:48:18,29-12-2018,109,199,250,0.12,40,33.47,74.44,14.53
23.547102,87.290031,17:48:18,29-12-2018,102,199,248,0.13,41,33.28,74.38,14.5
23.547104,87.290009,17:48:20,29-12-2018,99,198,246,0.13,35,33.47,74.5,14.5
23.547104,87.290009,17:48:20,29-12-2018,102,198,243,0.13,40,33.47,74.56,14.5
23.547106,87.289993,17:48:22,29-12-2018,99,197,244,0.13,28,34.21,74.5,14.5
23.547106,87.289993,17:48:22,29-12-2018,95,196,246,0.13,41,34.21,74.56,14.5
23.547117,87.289978,17:48:24,29-12-2018,88,194,239,0.13,41,34.21,74.63,14.5
23.547117,87.289978,17:48:24,29-12-2018,89,193,240,0.13,35,34.21,74.5,14.53
23.547125,87.28997,17:48:26,29-12-2018,89,192,239,0.13,34,33.84,74.56,14.56
23.547125,87.28997,17:48:26,29-12-2018,89,191,236,0.13,35,33.84,74.63,14.56
23.547146,87.289963,17:48:28,29-12-2018,92,191,240,0.13,40,33.65,74.56,14.56
23.547146,87.289963,17:48:28,29-12-2018,95,191,237,0.13,39,34.02,74.56,14.56
23.547144,87.289978,17:48:30,29-12-2018,97,192,237,0.13,39,34.02,74.63,14.63
23.547144,87.289978,17:48:30,29-12-2018,97,193,234,0.13,38,33.84,74.56,14.56
23.547152,87.289993,17:48:32,29-12-2018,96,193,231,0.13,28,33.47,74.63,14.59
23.547152,87.289993,17:48:32,29-12-2018,100,195,236,0.13,29,33.84,74.69,14.63
23.547165,87.290016,17:48:34,29-12-2018,98,196,243,0.13,34,34.02,74.63,14.63
23.547165,87.290016,17:48:34,29-12-2018,97,196,248,0.13,41,33.47,74.63,14.66
23.547171,87.290024,17:48:36,29-12-2018,94,196,250,0.13,38,33.84,74.81,14.69
23.547171,87.290024,17:48:36,29-12-2018,92,196,251,0.13,39,33.84,74.75,14.69
23.547173,87.290016,17:48:38,29-12-2018,89,196,255,0.13,40,33.47,74.75,14.69
23.547173,87.290016,17:48:38,29-12-2018,91,196,256,0.13,38,32.92,74.75,14.72
23.547173,87.290016,17:48:39,29-12-2018,93,196,255,0.13,34,33.28,74.69,14.69
23.547173,87.290016,17:48:40,29-12-2018,89,195,251,0.13,35,33.28,74.75,14.72
23.547192,87.290001,17:48:41,29-12-2018,92,195,246,0.13,34,33.28,74.75,14.75
23.547192,87.290001,17:48:42,29-12-2018,91,196,241,0.13,34,33.1,74.69,14.75
23.547192,87.290001,17:48:43,29-12-2018,94,196,239,0.13,40,33.28,74.81,14.78
23.547192,87.290001,17:48:44,29-12-2018,94,197,239,0.13,41,33.1,74.88,14.78
23.547192,87.290001,17:48:45,29-12-2018,93,197,233,0.13,40,33.1,74.88,14.81
23.547192,87.290001,17:48:46,29-12-2018,90,197,235,0.13,28,33.1,74.75,14.84
23.547192,87.290001,17:48:47,29-12-2018,90,197,235,0.13,35,33.28,74.63,14.81
23.547159,87.289963,17:48:48,29-12-2018,90,198,239,0.13,38,33.1,74.81,14.81
23.547159,87.289963,17:48:49,29-12-2018,95,199,242,0.13,38,33.1,74.63,14.84
23.547159,87.289955,17:48:50,29-12-2018,94,199,239,0.13,39,33.1,74.56,14.88
23.547165,87.289932,17:48:51,29-12-2018,99,199,239,0.13,30,33.28,74.81,14.88
23.547165,87.289932,17:48:52,29-12-2018,99,200,237,0.13,39,33.1,74.63,14.91
23.547159,87.289894,17:48:53,29-12-2018,97,200,241,0.13,29,32.92,74.63,14.88
23.547159,87.289894,17:48:53,29-12-2018,95,200,248,0.13,41,32.92,74.69,14.91
23.547165,87.289879,17:48:55,29-12-2018,97,199,249,0.13,39,33.28,74.75,14.88
23.547165,87.289879,17:48:55,29-12-2018,97,198,247,0.13,36,34.02,74.44,14.91
23.547159,87.289879,17:48:57,29-12-2018,96,197,242,0.13,29,34.02,74.69,14.94
23.547159,87.289879,17:48:57,29-12-2018,94,196,242,0.13,41,33.65,74.44,14.91
23.547167,87.289886,17:48:59,29-12-2018,94,195,241,0.13,34,33.84,74.5,14.94
23.547167,87.289886,17:48:59,29-12-2018,92,193,240,0.13,40,34.02,74.5,14.97
23.547211,87.289879,17:49:01,29-12-2018,96,192,240,0.13,28,33.84,74.69,14.97
23.547211,87.289879,17:49:01,29-12-2018,100,192,240,0.13,41,33.84,74.38,14.97
23.547216,87.289864,17:49:03,29-12-2018,105,193,238,0.13,34,33.84,74.44,15
23.54715,87.290024,17:45:08,29-12-2018,84,143,179,0.11,51,64.83,73.63,14.78
23.54715,87.290024,17:45:08,29-12-2018,84,143,179,0.11,60,59.26,73.75,14.78
23.547152,87.290024,17:45:09,29-12-2018,84,143,183,0.1,75,55.42,73.94,14.75
23.547152,87.290024,17:45:10,29-12-2018,84,143,183,0.1,70,52.55,73.75,14.75
23.54715,87.290031,17:45:11,29-12-2018,84,143,188,0.1,76,50.04,74,14.75
23.54715,87.290031,17:45:12,29-12-2018,67,140,185,0.1,81,49.31,73.94,14.69
23.547165,87.290016,17:45:13,29-12-2018,67,140,188,0.1,70,47.87,74.19,14.66
23.547165,87.290016,17:45:14,29-12-2018,71,140,187,0.1,80,46.24,74.19,14.63
23.547159,87.290016,17:45:15,29-12-2018,76,141,185,0.1,73,45.32,74.25,14.63
23.547159,87.290016,17:45:16,29-12-2018,74,142,185,0.1,68,44.19,74.19,14.59
23.547079,87.290016,17:45:17,29-12-2018,73,142,181,0.09,66,43.53,74.25,14.53
23.547079,87.290016,17:45:18,29-12-2018,69,142,182,0.09,66,42.87,74.25,14.53
23.547079,87.290039,17:45:19,29-12-2018,70,142,178,0.09,68,42.22,74.31,14.53
23.547079,87.290039,17:45:20,29-12-2018,67,142,176,0.09,64,41.58,74.25,14.47
23.547079,87.29007,17:45:21,29-12-2018,68,141,175,0.09,59,40.94,74.56,14.44
23.547079,87.29007,17:45:22,29-12-2018,64,139,170,0.09,61,40.52,74.56,14.38
23.547079,87.290108,17:45:23,29-12-2018,62,136,167,0.09,55,40.31,74.5,14.34
23.547079,87.290108,17:45:24,29-12-2018,61,133,173,0.09,54,39.48,74.75,14.31
23.547073,87.290154,17:45:25,29-12-2018,59,130,176,0.1,50,39.07,74.75,14.28
23.547073,87.290154,17:45:26,29-12-2018,66,129,176,0.1,46,38.87,74.81,14.25
23.54706,87.290192,17:45:27,29-12-2018,63,126,177,0.09,47,39.07,74.88,14.25
23.54706,87.290192,17:45:28,29-12-2018,72,126,178,0.1,46,38.87,74.94,14.19
23.547047,87.290222,17:45:29,29-12-2018,67,125,167,0.09,57,38.67,74.94,14.19
23.547047,87.290222,17:45:30,29-12-2018,67,124,166,0.09,52,38.47,75.06,14.19
23.547041,87.290253,17:45:31,29-12-2018,69,123,170,0.09,57,37.87,75,14.16
23.547041,87.290253,17:45:32,29-12-2018,63,120,165,0.1,59,36.88,75.19,14.16
23.547052,87.290298,17:45:33,29-12-2018,63,118,157,0.1,54,36.88,75.25,14.13
23.547052,87.290298,17:45:34,29-12-2018,63,117,150,0.1,55,37.07,75.31,14.06
23.547068,87.290367,17:45:35,29-12-2018,60,116,148,0.1,46,37.07,75.38,14.03
23.547068,87.290367,17:45:36,29-12-2018,61,116,143,0.1,57,36.88,75.38,14.06
23.547079,87.290436,17:45:37,29-12-2018,53,113,139,0.1,50,36.29,75.5,14
23.547079,87.290436,17:45:38,29-12-2018,53,110,140,0.1,56,36.68,75.5,14
23.547087,87.290482,17:45:39,29-12-2018,52,107,132,0.1,52,36.1,75.69,13.97
23.547087,87.290482,17:45:40,29-12-2018,61,107,138,0.1,51,36.68,75.69,13.94
23.547106,87.290535,17:45:41,29-12-2018,71,110,138,0.1,57,36.49,75.94,13.88
23.547106,87.290535,17:45:42,29-12-2018,80,141,169,0.1,50,36.29,75.94,13.84
23.547125,87.290604,17:45:43,29-12-2018,82,141,167,0.1,46,36.49,76,13.84
23.547125,87.290604,17:45:44,29-12-2018,83,141,167,0.1,46,36.1,76.13,13.84
23.547144,87.290642,17:45:45,29-12-2018,81,141,179,0.1,46,35.72,76.25,13.84
23.547144,87.290642,17:45:46,29-12-2018,86,143,184,0.1,60,36.49,76.25,13.84
23.547188,87.29068,17:45:47,29-12-2018,88,146,198,0.1,57,35.91,76.38,13.78
23.547188,87.29068,17:45:48,29-12-2018,79,146,195,0.1,46,36.1,76.44,13.78
23.547237,87.290718,17:45:49,29-12-2018,68,144,195,0.1,57,35.52,76.63,13.75
23.547237,87.290718,17:45:50,29-12-2018,60,122,187,0.1,56,36.1,76.75,13.75
23.547237,87.290718,17:45:51,29-12-2018,62,121,184,0.1,55,35.72,76.81,13.75
23.547283,87.290741,17:45:52,29-12-2018,62,120,183,0.1,54,35.91,76.88,13.78
23.547306,87.290749,17:45:53,29-12-2018,59,119,183,0.1,54,35.72,77,13.69
23.547306,87.290749,17:45:54,29-12-2018,63,119,169,0.1,54,36.68,77.06,13.69
23.547333,87.290756,17:45:55,29-12-2018,60,119,166,0.1,61,36.68,77.19,13.66
23.547333,87.290756,17:45:56,29-12-2018,58,119,159,0.1,60,36.68,77.19,13.66
23.547373,87.290779,17:45:56,29-12-2018,66,121,166,0.1,59,36.49,77.38,13.69
23.547373,87.290779,17:45:57,29-12-2018,70,124,171,0.1,57,36.68,77.31,13.63
23.54743,87.290733,17:45:58,29-12-2018,69,126,157,0.1,57,36.49,77.56,13.63
